time,id,x,y,speed
0,flow0.0,5.1,-1.6,0.0
1,flow0.0,5.654495642194524,-1.6,0.5544956421945244
2,flow0.0,6.852744602388702,-1.6,1.198248960194178
3,flow0.0,9.028253851947374,-1.6,2.1755092495586723
4,flow0.0,11.958040500897914,-1.6,2.9297866489505395
5,flow0.0,15.592849751841277,-1.6,3.6348092509433627
5,flow0.1,5.1,-1.6,0.0
6,flow0.0,20.205853085638957,-1.6,4.613003333797678
6,flow0.1,5.728371309954673,-1.6,0.628371309954673
7,flow0.0,25.695106162363665,-1.6,5.489253076724708
7,flow0.1,7.084105005278252,-1.6,1.355733695323579
8,flow0.0,31.811799511569554,-1.6,6.116693349205889
8,flow0.1,9.436821155971847,-1.6,2.3527161506935954
9,flow0.0,38.59199090979528,-1.6,6.780191398225725
9,flow0.1,12.55645486167632,-1.6,3.119633705704473
10,flow0.0,46.146126500470565,-1.6,7.554135590675287
10,flow0.1,16.39295075382106,-1.6,3.8364958921447396
10,flow0.2,5.1,-1.6,0.0
11,flow0.0,54.568004339607434,-1.6,8.421877839136869
11,flow0.1,21.199318045773545,-1.6,4.806367291952483
11,flow0.2,5.6622080765897405,-1.6,0.5622080765897408
12,flow0.0,63.82890016203746,-1.6,9.26089582243003
12,flow0.1,26.663881983980538,-1.6,5.464563938206993
12,flow0.2,7.201317478227429,-1.6,1.5391094016376883
13,flow0.0,73.83331280262209,-1.6,10.004412640584633
13,flow0.1,32.974914044397885,-1.6,6.311032060417347
13,flow0.2,9.423688551201485,-1.6,2.222371072974056
14,flow0.0,84.36820588577538,-1.6,10.534893083153293
14,flow0.1,39.873792268591934,-1.6,6.89887822419405
14,flow0.2,12.202247052593156,-1.6,2.7785585013916716
15,flow0.0,95.70481004184111,-1.6,11.336604156065732
15,flow0.1,47.50051381045487,-1.6,7.626721541862935
15,flow0.2,15.862446786509825,-1.6,3.66019973391667
15,flow0.3,5.1,-1.6,0.0
16,flow0.0,108.02520547041203,-1.6,12.320395428570919
16,flow0.1,55.97635430577211,-1.6,8.475840495317243
16,flow0.2,20.14039546987042,-1.6,4.2779486833605915
16,flow0.3,6.020446724630892,-1.6,0.9204467246308923
17,flow0.0,120.86730574655812,-1.6,12.842100276146084
17,flow0.1,65.43728335681371,-1.6,9.460929051041603
17,flow0.2,25.0758087603841,-1.6,4.935413290513679
17,flow0.3,7.775239647040143,-1.6,1.7547929224092513
18,flow0.0,134.64471821372862,-1.6,13.777412467170507
18,flow0.1,75.83552133014891,-1.6,10.398237973335199
18,flow0.2,30.80554947166238,-1.6,5.729740711278282
18,flow0.3,10.04776118232403,-1.6,2.272521535283886
19,flow0.0,148.41268195270095,-1.6,13.767963738972322
19,flow0.1,87.12219369553495,-1.6,11.286672365386039
19,flow0.2,37.45131422535051,-1.6,6.645764753688127
19,flow0.3,13.034478385723196,-1.6,2.9867172033991665
19,flow0.4,5.1,-1.6,0.0
20,flow0.0,162.19198751051445,-1.6,13.779305557813496
20,flow0.1,99.00301593532785,-1.6,11.880822239792906
20,flow0.2,45.0525677744532,-1.6,7.601253549102694
20,flow0.3,16.687132701068187,-1.6,3.6526543153449893
20,flow0.4,5.378388558938964,-1.6,0.2783885589389637
21,flow0.0,175.79387420830318,-1.6,13.601886697788723
21,flow0.1,111.53803381524048,-1.6,12.53501787991263
21,flow0.2,53.186294885957615,-1.6,8.133727111504413
21,flow0.3,20.859816772886553,-1.6,4.172684071818367
21,flow0.4,6.502884128956785,-1.6,1.1244955700178205
22,flow0.0,189.44758828862106,-1.6,13.653714080317878
22,flow0.1,124.29036967163708,-1.6,12.752335856396593
22,flow0.2,62.23582243083511,-1.6,9.049527544877492
22,flow0.3,25.555048305215315,-1.6,4.695231532328762
22,flow0.4,8.535700977493603,-1.6,2.0328168485368177
23,flow0.0,203.02676852911247,-1.6,13.579180240491405
23,flow0.1,137.25682355423064,-1.6,12.96645388259355
23,flow0.2,72.27143097205553,-1.6,10.035608541220427
23,flow0.3,31.110858964174987,-1.6,5.555810658959672
23,flow0.4,11.295133272068034,-1.6,2.7594322945744305
24,flow0.0,216.46271505055486,-1.6,13.435946521442384
24,flow0.1,150.26570680413735,-1.6,13.008883249906711
24,flow0.2,83.21755055002868,-1.6,10.94611957797315
24,flow0.3,37.17053485757206,-1.6,6.0596758933970705
24,flow0.4,14.897635034801693,-1.6,3.602501762733659
24,flow0.5,5.1,-1.6,0.0
25,flow0.0,230.19320825613107,-1.6,13.730493205576204
25,flow0.1,163.2650678145993,-1.6,12.999361010461934
25,flow0.2,94.88009661694522,-1.6,11.662546066916548
25,flow0.3,44.12662562974729,-1.6,6.95609077217523
25,flow0.4,19.409805412856052,-1.6,4.512170378054357
25,flow0.5,6.0765778898727145,-1.6,0.9765778898727149
26,flow0.0,244.05320851092696,-1.6,13.860000254795887
26,flow0.1,175.94649988837952,-1.6,12.681432073780224
26,flow0.2,107.36671971578616,-1.6,12.486623098840937
26,flow0.3,51.93769770804793,-1.6,7.81107207830064
26,flow0.4,24.815792491348446,-1.6,5.4059870784923945
26,flow0.5,7.713816949422471,-1.6,1.6372390595497563
27,flow0.0,257.74159842396625,-1.6,13.688389913039282
27,flow0.1,188.68131224743306,-1.6,12.73481235905353
27,flow0.2,120.65846778827253,-1.6,13.29174807248637
27,flow0.3,60.492358997953126,-1.6,8.554661289905198
27,flow0.4,30.809013512890637,-1.6,5.99322102154219
27,flow0.5,10.05854778890498,-1.6,2.3447308394825086
28,flow0.0,271.43301091264004,-1.6,13.691412488673814
28,flow0.1,201.5410947388552,-1.6,12.859782491422147
28,flow0.2,134.0700563795399,-1.6,13.411588591267355
28,flow0.3,70.03509750254452,-1.6,9.542738504591398
28,flow0.4,37.650865236788704,-1.6,6.841851723898067
28,flow0.5,13.350919375801459,-1.6,3.292371586896479
28,flow0.6,5.1,-1.6,0.0
29,flow0.0,284.8952416131506,-1.6,13.462230700510554
29,flow0.1,214.2708501410094,-1.6,12.729755402154177
29,flow0.2,147.50760352679063,-1.6,13.437547147250735
29,flow0.3,80.3314958347706,-1.6,10.29639833222609
29,flow0.4,45.280165323832584,-1.6,7.62930008704388
29,flow0.5,17.287916813767517,-1.6,3.936997437966056
29,flow0.6,5.679021398422597,-1.6,0.579021398422597
30,flow0.0,298.3583261857042,-1.6,13.463084572553635
30,flow0.1,227.02639378306546,-1.6,12.755543642056063
30,flow0.2,160.9218604068272,-1.6,13.414256880036556
30,flow0.3,91.47973404885269,-1.6,11.148238214082085
30,flow0.4,53.70392540994976,-1.6,8.423760086117177
30,flow0.5,22.05347820990719,-1.6,4.765561396139674
30,flow0.6,6.908301619095374,-1.6,1.229280220672777
31,flow0.0,312.20756327949925,-1.6,13.849237093795091
31,flow0.1,239.83560103420527,-1.6,12.809207251139805
31,flow0.2,174.4909514399944,-1.6,13.569091033167206
31,flow0.3,103.23747171638533,-1.6,11.757737667532638
31,flow0.4,62.98708220228577,-1.6,9.283156792336008
31,flow0.5,27.462930977600628,-1.6,5.409452767693438
31,flow0.6,9.075433064095611,-1.6,2.167131445000237
32,flow0.0,325.75092535086435,-1.6,13.543362071365118
32,flow0.1,252.80739313777235,-1.6,12.971792103567049
32,flow0.2,187.94995243360756,-1.6,13.459000993613154
32,flow0.3,115.80940376282669,-1.6,12.571932046441361
32,flow0.4,73.03022783633891,-1.6,10.04314563405314
32,flow0.5,33.85108648440801,-1.6,6.388155506807379
32,flow0.6,12.047233535381258,-1.6,2.971800471285647
33,flow0.0,339.31325939684166,-1.6,13.562334045977332
33,flow0.1,265.3606563873073,-1.6,12.553263249535002
33,flow0.2,201.42720872140492,-1.6,13.477256287797355
33,flow0.3,129.3045547160087,-1.6,13.49515095318202
33,flow0.4,83.62116017931325,-1.6,10.590932342974334
33,flow0.5,41.06696374763269,-1.6,7.215877263224684
33,flow0.6,15.687383014859213,-1.6,3.640149479477955
33,flow0.7,5.1,-1.6,0.0
34,flow0.0,352.9978303522802,-1.6,13.68457095543854
34,flow0.1,278.108480387812,-1.6,12.747824000504687
34,flow0.2,215.18856673499107,-1.6,13.761358013586142
34,flow0.3,143.01482693850994,-1.6,13.710272222501226
34,flow0.4,94.8716684641436,-1.6,11.250508284830353
34,flow0.5,48.98649766694289,-1.6,7.919533919310197
34,flow0.6,20.040863591492048,-1.6,4.353480576632833
34,flow0.7,6.04856185070239,-1.6,0.9485618507023901
35,flow0.0,366.4695501011795,-1.6,13.471719748899341
35,flow0.1,290.83028890989755,-1.6,12.721808522085547
35,flow0.2,228.67801692506768,-1.6,13.489450190076605
35,flow0.3,156.44243504384067,-1.6,13.427608105330728
35,flow0.4,106.84755746791481,-1.6,11.975889003771222
35,flow0.5,57.89871885129251,-1.6,8.912221184349619
35,flow0.6,24.90386615168878,-1.6,4.863002560196733
35,flow0.7,7.553519326169043,-1.6,1.5049574754666537
36,flow0.0,380.12820454007,-1.6,13.658654438890517
36,flow0.1,303.4209768525495,-1.6,12.59068794265192
36,flow0.2,242.49426485497975,-1.6,13.81624792991206
36,flow0.3,170.16951880250127,-1.6,13.727083758660592
36,flow0.4,119.42446850773368,-1.6,12.576911039818874
36,flow0.5,67.57579701535869,-1.6,9.677078164066188
36,flow0.6,30.59744068150733,-1.6,5.693574529818548
36,flow0.7,10.058049145410768,-1.6,2.504529819241725
37,flow0.0,393.6988908604717,-1.6,13.570686320401729
37,flow0.1,316.0040324895886,-1.6,12.583055637039132
37,flow0.2,256.38843167214657,-1.6,13.894166817166843
37,flow0.3,183.82631363444963,-1.6,13.656794831948355
37,flow0.4,132.54680497271974,-1.6,13.12233646498607
37,flow0.5,78.04694549194537,-1.6,10.471148476586677
37,flow0.6,37.23384401290286,-1.6,6.6364033313955275
37,flow0.7,13.136931254784576,-1.6,3.078882109373808
37,flow0.8,5.1,-1.6,0.0
38,flow0.0,407.1892161572117,-1.6,13.490325296740048
38,flow0.1,328.8496673808517,-1.6,12.845634891263098
38,flow0.2,269.7900579654379,-1.6,13.401626293291338
38,flow0.3,197.48259168004154,-1.6,13.656278045591899
38,flow0.4,145.97871894331684,-1.6,13.431913970597089
38,flow0.5,89.12607641578651,-1.6,11.079130923841149
38,flow0.6,44.638803934956066,-1.6,7.404959922053209
38,flow0.7,16.79397675874643,-1.6,3.6570455039618537
38,flow0.8,5.546744599049388,-1.6,0.4467445990493881
39,flow0.0,420.9854632343629,-1.6,13.796247077151202
39,flow0.1,341.81536459167665,-1.6,12.965697210824937
39,flow0.2,283.4667929984629,-1.6,13.676735033025034
39,flow0.3,211.22087851446125,-1.6,13.738286834419705
39,flow0.4,159.51714778945816,-1.6,13.538428846141324
39,flow0.5,100.45467680819947,-1.6,11.328600392412953
39,flow0.6,52.86050909759981,-1.6,8.221705162643744
39,flow0.7,21.050149153824897,-1.6,4.256172395078465
39,flow0.8,6.914681554716898,-1.6,1.3679369556675094
40,flow0.0,434.5956814040893,-1.6,13.610218169726432
40,flow0.1,354.79298619050513,-1.6,12.977621598828472
40,flow0.2,296.97203206731933,-1.6,13.505239068856463
40,flow0.3,225.06354628163393,-1.6,13.84266776717268
40,flow0.4,173.36829618744588,-1.6,13.851148397987709
40,flow0.5,111.89258777288086,-1.6,11.437910964681395
40,flow0.6,61.96834089851726,-1.6,9.107831800917452
40,flow0.7,26.2086511220783,-1.6,5.158501968253404
40,flow0.8,8.822840376488228,-1.6,1.90815882177133
41,flow0.0,448.3352628931866,-1.6,13.739581489097327
41,flow0.1,367.7101046485432,-1.6,12.917118458038084
41,flow0.2,310.4466479474678,-1.6,13.474615880148486
41,flow0.3,238.73063292617448,-1.6,13.667086644540541
41,flow0.4,187.17303464252538,-1.6,13.804738455079496
41,flow0.5,123.32427870673108,-1.6,11.431690933850222
41,flow0.6,71.6058199372888,-1.6,9.63747903877153
41,flow0.7,32.256842050259,-1.6,6.048190928180702
41,flow0.8,11.271990641352494,-1.6,2.4491502648642647
42,flow0.0,461.950967050553,-1.6,13.615704157366418
42,flow0.1,380.3559705444058,-1.6,12.64586589586258
42,flow0.2,324.1449876994825,-1.6,13.698339752014727
42,flow0.3,252.5883411799325,-1.6,13.857708253758029
42,flow0.4,200.78824386294502,-1.6,13.615209220419638
42,flow0.5,134.85786349246408,-1.6,11.533584785733
42,flow0.6,81.86851471402436,-1.6,10.262694776735557
42,flow0.7,38.93449493709486,-1.6,6.677652886835858
42,flow0.8,14.388088137728344,-1.6,3.11609749637585
42,flow0.9,5.1,-1.6,0.0
43,flow0.0,475.79125251087794,-1.6,13.840285460324958
43,flow0.1,393.1704873629831,-1.6,12.814516818577312
43,flow0.2,338.04132090567134,-1.6,13.896333206188865
43,flow0.3,266.1941115113674,-1.6,13.605770331434906
43,flow0.4,214.64571133419443,-1.6,13.857467471249402
43,flow0.5,146.19362509446964,-1.6,11.33576160200555
43,flow0.6,92.73478762659678,-1.6,10.866272912572427
43,flow0.7,46.24263164496515,-1.6,7.30813670787029
43,flow0.8,18.20191479429848,-1.6,3.8138266565701358
43,flow0.9,6.004703430365771,-1.6,0.904703430365771
44,flow0.0,489.2001062710766,-1.6,13.40885376019869
44,flow0.1,406.0156378737244,-1.6,12.845150510741286
44,flow0.2,351.88648717394085,-1.6,13.845166268269532
44,flow0.3,279.82994977687486,-1.6,13.635838265507482
44,flow0.4,228.53988517842294,-1.6,13.894173844228499
44,flow0.5,157.45493639756424,-1.6,11.261311303094589
44,flow0.6,104.48588728500714,-1.6,11.751099658410354
44,flow0.7,54.27792004963849,-1.6,8.035288404673338
44,flow0.8,22.54470612112719,-1.6,4.34279132682871
44,flow0.9,7.456978407828137,-1.6,1.4522749774623662
45,flow0.1,418.6001929385953,-1.6,12.584555064870864
45,flow0.2,365.6709920167456,-1.6,13.784504842804745
